User,creationDate,listingId,strategy,借款用途,借款金额,其他事项,协议利率,单笔最高借款金额,历史最高负债,历史记录,学习形式,工作信息,年龄,征信记录,待还金额,性别,成功借款次数,成功还款次数,收入情况,文化程度,期限,正常还清次数,毕业院校,注册时间,第一次成功借款时间,累计借款金额,级别,网络借贷平台借款余额,资金运用情况,还款来源,逾期类型,逾期（0-15天）还清次数,逾期（15天以上）还清次数,本次借款后负债,title,投标人数,进度
pdu7****17264,2018-08-20T11:40:27,125583806,,日常消费,908,暂无,20%,"8,500.00","13,797.76",2次流标，0次撤标，0次失败,无,暂未提供,23,暂未提供,"12,816.65",女,5次,29次,2000-5000（含2000）,无,6个月,29次,无,2016/11/04,2017/07/16,"25,434.00",B,"4,978.00",日常消费,薪资收入,,0次,0次,,,,
wt8****6752,2018-08-20T11:40:30,125583868,,日常消费,"2,000",暂无,20%,"8,000.00","11,066.88",0次流标，2次撤标，0次失败,无,私营业主,27,暂未提供,"6,395.94",女,16次,145次,2000-5000（含2000）,无,12个月,137次,无,2014/11/25,2014/11/25,"49,669.00",B,暂未提供,日常消费,个人存款,,7次,0次,,,,
pdu7****70478,2018-08-20T11:40:32,125583923,,日常消费,"7,277",暂无,20%,"16,866.00","25,930.68",0次流标，0次撤标，0次失败,普通,暂未提供,36,暂未提供,"16,819.00",男,7次,41次,8000-15000（含8000）,专科,12个月,41次,黎明职业大学,2016/09/13,2016/09/13,"63,732.00",B,"93,530.00",日常消费,薪资收入,,0次,0次,,,,
pdu0****88421,2018-08-20T11:40:38,125584000,,日常消费,971,暂无,20%,"3,750.00","4,635.60",1次流标，0次撤标，0次失败,无,私营业主,21,暂未提供,"2,704.06",男,4次,23次,8000-15000（含8000）,无,6个月,23次,无,2017/08/17,2017/08/17,"8,015.00",B,暂未提供,日常消费,薪资收入,,0次,0次,,,,
pdu5****88174,2018-08-20T11:40:39,125584030,,日常消费,"6,746",暂无,20%,"4,000.00","4,704.60",0次流标，0次撤标，0次失败,无,暂未提供,29,暂未提供,358.48,女,2次,17次,2000-5000（含2000）,无,12个月,15次,无,2017/05/08,2017/05/09,"6,054.00",B,暂未提供,日常消费,薪资收入,,2次,0次,,,,
pdu7****87018,2018-08-20T11:50:41,125584031,,旅游,"9,416",暂无,20%,"5,000.00","5,558.04",0次流标，1次撤标，0次失败,无,暂未提供,20,暂未提供,"2,979.78",女,5次,38次,5000-8000（含5000）,无,12个月,32次,无,2017/02/27,2017/03/01,"12,161.00",B,暂未提供,旅游,薪资收入,,6次,0次,,,,
pdu2****51555,2018-08-20T11:51:34,125585260,,医疗,"1,600",暂无,20%,"5,800.00","11,722.61",0次流标，0次撤标，0次失败,无,暂未提供,20,暂未提供,"10,042.14",男,6次,20次,2000-5000（含2000）,无,12个月,20次,无,2017/06/26,2017/06/26,"13,700.00",B,"8,965.00",医疗,薪资收入,,0次,0次,,,,
pdu2****68571,2018-08-20T11:52:42,125585453,低逾期 ,旅游,"6,000",暂无,20%,"8,000.00","9,810.23",0次流标，0次撤标，0次失败,普通,私营业主,30,暂未提供,"6,104.06",男,11次,65次,5000-8000（含5000）,专科,6个月,64次,江苏联合职业技术学院,2017/08/13,2017/08/15,"24,864.00",B,"9,739.00",旅游,薪资收入,,1次,0次,,,,
pdu8****87404,2018-08-20T11:52:52,125585540,,日常消费,"3,830",暂无,20%,"13,000.00","17,235.79",1次流标，0次撤标，0次失败,自考,公务员,46,暂未提供,"12,566.17",男,5次,25次,5000-8000（含5000）,本科,12个月,23次,安徽大学,2017/07/29,2017/07/29,"34,167.00",B,"127,493.00",日常消费,薪资收入,,2次,0次,,,,
pdu1****56518,2018-08-20T11:55:14,125585724,,日常消费,"1,500",暂无,20%,"6,100.00","12,151.32",0次流标，0次撤标，0次失败,无,暂未提供,25,暂未提供,"10,230.32",男,7次,29次,5000-8000（含5000）,无,6个月,27次,无,2017/07/30,2017/07/31,"24,953.00",B,暂未提供,日常消费,薪资收入,,2次,0次,,,,
pdu0****17781,2018-08-20T11:58:02,125586298,,旅游,"8,500",暂无,20%,"6,500.00","6,235.47",1次流标，0次撤标，0次失败,无,暂未提供,32,暂未提供,0.00,女,2次,11次,5000-8000（含5000）,无,6个月,11次,无,2017/06/27,2017/10/27,"11,500.00",B,暂未提供,旅游,经营收入,,0次,0次,,,,
pdu2****41731,2018-08-20T12:03:51,125586692,,旅游,"2,523",暂无,20%,"4,500.00","7,750.13",2次流标，0次撤标，0次失败,无,私营业主,24,暂未提供,"4,846.37",男,11次,34次,5000-8000（含5000）,无,6个月,27次,无,2017/04/14,2017/04/14,"17,089.00",B,暂未提供,旅游,薪资收入,,7次,0次,,,,
pdu4****21870,2018-08-20T12:03:55,125586821,,日常消费,"6,000",暂无,20%,"10,000.00","23,271.20",1次流标，0次撤标，0次失败,无,私营业主,36,暂未提供,"14,996.24",女,9次,61次,8000-15000（含8000）,无,12个月,61次,无,2016/10/25,2016/12/22,"41,213.00",B,450.00,日常消费,个人存款,,0次,0次,,,,
pdu1****02417,2018-08-20T12:04:02,125586864,,日常消费,"3,000",暂无,20%,"5,000.00","16,331.28",2次流标，1次撤标，0次失败,普通,私营业主,22,暂未提供,"11,067.67",男,9次,38次,5000-8000（含5000）,专科,12个月,38次,河北交通职业技术学院,2016/05/24,2017/11/04,"23,830.00",B,"17,605.00",日常消费,薪资收入,,0次,0次,,,,
pdu5****62060,2018-08-20T12:04:06,125586966,,日常消费,"15,000",暂无,20%,"16,000.00","20,808.69",1次流标，0次撤标，0次失败,无,私营业主,31,暂未提供,"10,352.65",女,5次,47次,15000及以上,无,12个月,47次,无,2016/09/11,2016/10/06,"41,500.00",B,暂未提供,日常消费,经营收入,,0次,0次,,,,
pdu2****28048,2018-08-20T12:07:21,125587093,,日常消费,"4,093",暂无,20%,"7,896.00","28,236.24",0次流标，1次撤标，0次失败,无,暂未提供,34,暂未提供,"23,152.51",男,18次,123次,8000-15000（含8000）,无,12个月,123次,无,2016/10/21,2016/10/21,"73,752.00",B,暂未提供,日常消费,薪资收入,,0次,0次,,,,
pdu6****31522,2018-08-20T12:07:28,125587086,零逾期  ,日常消费,"1,453",暂无,20%,"12,000.00","18,698.94",0次流标，0次撤标，0次失败,无,暂未提供,23,暂未提供,"16,606.37",男,12次,66次,5000-8000（含5000）,无,6个月,66次,无,2017/03/11,2017/03/12,"38,338.00",B,"16,855.00",日常消费,薪资收入,,0次,0次,,,,
pdu****3280,2018-08-20T12:07:44,125587152,,日常消费,"5,000",暂无,20%,"11,500.00","13,079.28",0次流标，0次撤标，0次失败,无,暂未提供,22,暂未提供,"6,252.15",女,3次,19次,5000-8000（含5000）,无,6个月,18次,无,2015/09/21,2016/09/29,"15,250.00",B,暂未提供,日常消费,经营收入,,1次,0次,,,,
pdu5****71486,2018-08-20T12:24:44,125589189,,日常消费,"19,900",暂无,20%,"5,500.00","12,006.84",0次流标，0次撤标，0次失败,成人,私营业主,33,暂未提供,0.00,男,6次,31次,8000-15000（含8000）,本科,6个月,27次,北京理工大学,2017/01/18,2017/01/20,"20,550.00",B,暂未提供,日常消费,薪资收入,,4次,0次,,,,
pdu2****36854,2018-08-20T12:24:58,125589338,,日常消费,"11,500",暂无,20%,"5,000.00","5,728.64",0次流标，0次撤标，0次失败,成人,暂未提供,22,暂未提供,"1,641.05",男,6次,55次,5000-8000（含5000）,专科,12个月,55次,宁波职业技术学院,2016/12/23,2017/02/15,"17,118.00",B,暂未提供,日常消费,薪资收入,,0次,0次,,,,
pdu4****33547,2018-08-20T12:25:07,125589233,,日常消费,"1,000",暂无,20%,"2,600.00","5,270.53",7次流标，1次撤标，0次失败,无,暂未提供,27,暂未提供,"3,676.41",女,10次,73次,2000-5000（含2000）,无,6个月,64次,无,2016/10/30,2017/02/08,"12,800.00",B,暂未提供,日常消费,薪资收入,,9次,0次,,,,
pdu5****23425,2018-08-20T12:26:25,125589418,,生产经营,"3,720",暂无,20%,"8,700.00","10,928.40",0次流标，1次撤标，0次失败,无,暂未提供,22,暂未提供,"9,023.93",男,6次,21次,5000-8000（含5000）,无,12个月,21次,无,2017/07/03,2017/07/07,"14,300.00",B,暂未提供,生产经营,经营收入,,0次,0次,,,,
pdu4****52041,2018-08-20T12:28:31,125589665,,医疗,"1,810",暂无,20%,"2,500.00","2,929.32",0次流标，0次撤标，0次失败,无,暂未提供,21,暂未提供,"2,518.65",女,13次,24次,5000-8000（含5000）,无,12个月,24次,无,2017/10/10,2017/10/10,"8,120.00",B,"10,549.00",医疗,薪资收入,,0次,0次,,,,
pdu6****12153,2018-08-20T12:28:50,125589722,,装修,"4,302",暂无,20%,"6,000.00","14,395.68",3次流标，1次撤标，0次失败,无,暂未提供,27,暂未提供,"10,991.50",女,13次,88次,5000-8000（含5000）,无,6个月,83次,无,2016/07/15,2016/09/24,"36,500.00",B,"3,000.00",装修,经营收入,,5次,0次,,,,
pdu4****32761,2018-08-20T12:29:08,125589817,,医疗,800,暂无,20%,"3,407.00","5,579.88",2次流标，0次撤标，0次失败,无,暂未提供,21,暂未提供,"3,826.19",女,7次,24次,2000以下,无,12个月,23次,无,2017/07/30,2017/12/02,"9,038.00",B,暂未提供,医疗,薪资收入,,1次,0次,,,,
pdu5****38027,2018-08-20T12:30:46,125589992,,装修,"1,901",暂无,20%,"9,000.00","20,118.15",2次流标，0次撤标，0次失败,普通,暂未提供,25,暂未提供,"17,789.38",女,21次,151次,5000-8000（含5000）,专科,12个月,148次,南阳医学高等专科学校,2016/01/31,2016/04/28,"70,856.00",B,"2,333.00",装修,薪资收入,,3次,0次,,,,
pdu0****08050,2018-08-20T12:30:49,125590052,,医疗,"1,336",暂无,20%,"2,000.00","5,896.06",0次流标，0次撤标，0次失败,无,暂未提供,21,暂未提供,"4,096.82",男,8次,36次,5000-8000（含5000）,无,12个月,36次,无,2016/08/02,2017/11/14,"9,553.00",B,暂未提供,医疗,个人存款,,0次,0次,,,,
pdu5****00264,2018-08-20T12:30:53,125590033,低逾期 ,日常消费,500,暂无,20%,"2,000.00","5,839.94",0次流标，6次撤标，0次失败,无,暂未提供,24,暂未提供,"4,589.21",男,17次,85次,2000-5000（含2000）,无,6个月,80次,无,2016/11/30,2016/11/30,"17,200.00",B,暂未提供,日常消费,薪资收入,,3次,0次,,,,
pdu1****68821,2018-08-20T12:34:11,125590322,,日常消费,839,暂无,20%,"4,179.00","6,857.81",0次流标，0次撤标，0次失败,无,暂未提供,22,暂未提供,"5,799.68",女,3次,14次,5000-8000（含5000）,无,6个月,14次,无,2017/12/04,2017/12/04,"8,480.00",B,暂未提供,日常消费,薪资收入,,0次,0次,,,,
pdu6****71555,2018-08-20T12:34:21,125590365,,日常消费,"2,300",暂无,20%,"5,500.00","6,027.67",1次流标，0次撤标，0次失败,无,公务员,22,暂未提供,"1,968.12",女,4次,13次,2000-5000（含2000）,无,12个月,13次,无,2017/10/10,2017/11/01,"9,500.00",B,暂未提供,日常消费,薪资收入,,0次,0次,,,,
pdu8****42702,2018-08-20T12:36:50,125590870,,兼职创业,"16,000",暂无,20%,"13,500.00","14,852.04",0次流标，0次撤标，0次失败,普通,暂未提供,25,暂未提供,0.00,女,6次,29次,5000-8000（含5000）,专科,12个月,26次,马鞍山师范高等专科学校,2017/03/29,2017/04/14,"20,999.00",B,暂未提供,兼职创业,薪资收入,,3次,0次,,,,
pdu4****45273,2018-08-20T12:40:00,125590899,,日常消费,"1,978",暂无,20%,"12,500.00","15,473.43",0次流标，1次撤标，0次失败,无,暂未提供,23,暂未提供,"12,136.60",女,6次,18次,2000以下,无,12个月,18次,无,2017/07/12,2017/07/20,"36,069.00",B,暂未提供,日常消费,薪资收入,,0次,0次,,,,
pdu4****64430,2018-08-20T12:40:12,125590974,,日常消费,"1,677",暂无,20%,"11,500.00","19,762.02",0次流标，0次撤标，0次失败,无,暂未提供,26,暂未提供,"17,757.51",女,12次,69次,8000-15000（含8000）,无,12个月,66次,无,2016/09/29,2016/10/02,"52,673.00",B,暂未提供,日常消费,薪资收入,,1次,0次,,,,
pdu3****66830,2018-08-20T12:40:15,125591042,,装修,"6,668",暂无,20%,"11,200.00","12,056.67",4次流标，0次撤标，0次失败,普通,私营业主,24,暂未提供,"2,827.20",女,7次,67次,2000-5000（含2000）,本科,12个月,47次,武夷学院,2017/01/17,2017/01/17,"30,368.00",B,暂未提供,装修,经营收入,,20次,0次,,,,
pdu8****99938,2018-08-20T12:40:18,125591055,,日常消费,"2,800",暂无,20%,"2,000.00","3,270.10",0次流标，0次撤标，0次失败,无,私营业主,22,暂未提供,0.00,女,8次,11次,5000-8000（含5000）,无,6个月,11次,无,2018/05/15,2018/07/18,"8,877.00",B,暂未提供,日常消费,投资收入,,0次,0次,,,,
pdu5****17850,2018-08-20T12:40:24,125591184,,旅游,"1,388",暂无,20%,"8,745.00","24,999.25",0次流标，1次撤标，0次失败,普通,暂未提供,23,暂未提供,"22,896.00",男,14次,80次,5000-8000（含5000）,专科,12个月,75次,合肥信息技术职业学院,2017/06/03,2017/06/06,"46,428.00",B,暂未提供,旅游,薪资收入,,5次,0次,,,,
pdu7****46230,2018-08-20T12:40:27,125591164,,旅游,"10,200",暂无,20%,"4,500.00","5,270.28",1次流标，0次撤标，0次失败,无,私营业主,55,暂未提供,"1,115.86",女,3次,28次,15000及以上,无,12个月,28次,无,2016/09/12,2016/09/12,"11,500.00",B,暂未提供,旅游,经营收入,,0次,0次,,,,
pdu1****22312,2018-08-20T12:42:44,125591397,,医疗,708,暂无,20%,"6,000.00","10,687.29",0次流标，1次撤标，0次失败,无,暂未提供,22,暂未提供,"9,817.59",女,10次,42次,2000-5000（含2000）,无,12个月,42次,无,2017/07/02,2017/08/05,"19,630.00",B,暂未提供,医疗,薪资收入,,0次,0次,,,,
pdu1****56005,2018-08-20T12:42:47,125591425,,日常消费,"3,148",暂无,20%,"7,253.00","31,052.71",1次流标，1次撤标，0次失败,无,暂未提供,24,暂未提供,"27,503.30",女,17次,107次,5000-8000（含5000）,无,12个月,97次,无,2017/05/31,2017/06/02,"52,771.00",B,"16,383.00",日常消费,薪资收入,,10次,0次,,,,
pdu3****80142,2018-08-20T12:46:13,125591693,,日常消费,"3,814",暂无,20%,"10,900.00","13,640.04",0次流标，1次撤标，0次失败,无,暂未提供,29,暂未提供,"8,621.04",男,6次,21次,8000-15000（含8000）,无,6个月,21次,无,2017/05/24,2017/05/24,"31,814.00",B,暂未提供,日常消费,薪资收入,,0次,0次,,,,
pdu6****31716,2018-08-20T12:46:16,125591814,,日常消费,"10,000",暂无,20%,"7,000.00","14,944.88",0次流标，0次撤标，0次失败,无,暂未提供,24,暂未提供,"11,368.08",女,9次,44次,5000-8000（含5000）,无,12个月,44次,无,2017/06/10,2017/06/10,"24,081.00",B,暂未提供,日常消费,薪资收入,,0次,0次,,,,
pdu4****35381,2018-08-20T12:49:41,125592195,,医疗,"3,500",暂无,20%,"10,000.00","18,215.53",1次流标，0次撤标，0次失败,普通,暂未提供,24,暂未提供,"12,894.47",男,12次,77次,8000-15000（含8000）,本科,12个月,74次,电子科技大学,2015/11/30,2017/06/14,"32,320.00",B,暂未提供,医疗,薪资收入,,3次,0次,,,,
pdu8****20008,2018-08-20T12:49:53,125592199,,日常消费,"4,558",暂无,20%,"7,000.00","8,245.44",1次流标，0次撤标，0次失败,无,暂未提供,38,暂未提供,"2,936.67",女,8次,34次,2000-5000（含2000）,无,12个月,31次,无,2017/08/24,2017/08/31,"19,702.00",B,暂未提供,日常消费,薪资收入,,2次,0次,,,,
pdu4****48837,2018-08-20T12:52:49,125592296,,旅游,"1,023",暂无,20%,"2,000.00","4,197.96",3次流标，0次撤标，0次失败,无,暂未提供,20,暂未提供,"2,704.53",男,7次,52次,5000-8000（含5000）,无,12个月,46次,无,2017/02/26,2017/03/19,"8,311.00",B,暂未提供,旅游,经营收入,,6次,0次,,,,
pdu6****04181,2018-08-20T12:53:01,125592309,,日常消费,"2,500",暂无,20%,"6,000.00","8,619.70",0次流标，0次撤标，0次失败,无,私营业主,27,暂未提供,"4,382.98",女,8次,36次,2000-5000（含2000）,无,12个月,36次,无,2017/06/07,2017/07/18,"15,433.00",B,暂未提供,日常消费,薪资收入,,0次,0次,,,,
pdu7****80615,2018-08-20T12:53:03,125592346,,医疗,"2,697",暂无,20%,"1,500.00","5,277.89",1次流标，0次撤标，0次失败,无,暂未提供,25,暂未提供,"3,800.76",男,13次,94次,5000-8000（含5000）,无,12个月,94次,无,2017/01/03,2017/01/12,"13,776.00",B,"10,434.00",医疗,薪资收入,,0次,0次,,,,
pdu3****17431,2018-08-20T12:53:12,125592522,,日常消费,"15,258",暂无,20%,"23,000.00","42,328.50",0次流标，1次撤标，0次失败,普通,暂未提供,29,暂未提供,"12,814.24",女,6次,48次,5000-8000（含5000）,本科,12个月,44次,东北师范大学人文学院,2016/10/06,2016/10/07,"72,373.00",B,暂未提供,日常消费,薪资收入,,2次,0次,,,,
pdu4****70072,2018-08-20T12:53:15,125592527,,日常消费,"2,160",暂无,20%,"4,000.00","16,929.42",0次流标，1次撤标，0次失败,无,暂未提供,22,暂未提供,"14,210.27",女,17次,84次,8000-15000（含8000）,无,12个月,84次,无,2017/06/09,2017/06/17,"31,721.00",B,暂未提供,日常消费,薪资收入,,0次,0次,,,,
pdu3****77585,2018-08-20T12:53:17,125592537,,日常消费,"5,000",暂无,20%,"3,000.00","15,622.01",1次流标，0次撤标，0次失败,普通,暂未提供,22,暂未提供,"2,593.98",女,17次,105次,5000-8000（含5000）,专科,12个月,68次,湖南涉外经济学院,2017/01/04,2017/01/05,"29,724.00",B,暂未提供,日常消费,薪资收入,,37次,0次,,,,
pdu6****12208,2018-08-20T12:53:20,125592595,,日常消费,"1,000",暂无,20%,"2,200.00","5,290.48",0次流标，0次撤标，0次失败,无,暂未提供,19,暂未提供,"4,000.23",女,11次,34次,5000-8000（含5000）,无,12个月,32次,无,2017/06/22,2017/06/22,"12,720.00",B,暂未提供,日常消费,薪资收入,,2次,0次,,,,
pdu8****05878,2018-08-20T13:04:01,125593749,,日常消费,514,暂无,20%,"2,750.00","3,287.71",0次流标，2次撤标，0次失败,无,暂未提供,20,暂未提供,"2,586.77",男,9次,50次,2000-5000（含2000）,无,12个月,46次,无,2016/06/23,2017/07/05,"8,228.00",B,"1,432.00",日常消费,薪资收入,,3次,0次,,,,
pdu4****88533,2018-08-20T13:04:04,125593783,,日常消费,"4,282",暂无,20%,"6,500.00","7,237.38",1次流标，0次撤标，0次失败,无,私营业主,27,暂未提供,"2,350.36",女,2次,14次,15000及以上,无,12个月,14次,无,2017/10/02,2017/10/02,"9,605.00",B,"102,470.00",日常消费,经营收入,,0次,0次,,,,
pdu3****81116,2018-08-20T13:04:06,125593772,,日常消费,"3,341",暂无,20%,"4,142.00","14,552.61",1次流标，0次撤标，0次失败,无,暂未提供,25,暂未提供,"10,824.98",女,16次,82次,2000-5000（含2000）,无,6个月,76次,无,2016/11/01,2017/01/19,"32,347.00",B,"35,863.00",日常消费,薪资收入,,6次,0次,,,,
pdu2****66657,2018-08-20T13:04:11,125593885,,日常消费,"3,000",暂无,20%,"11,000.00","26,955.59",0次流标，0次撤标，0次失败,成人,私营业主,24,暂未提供,"24,824.59",男,12次,83次,5000-8000（含5000）,专科,6个月,83次,浙江机电职业技术学院,2017/03/19,2017/03/21,"85,700.00",B,暂未提供,日常消费,薪资收入,,0次,0次,,,,
pdu1****38763,2018-08-20T13:04:17,125593843,,日常消费,"1,179",暂无,20%,"9,500.00","11,173.68",1次流标，0次撤标，0次失败,普通,暂未提供,33,暂未提供,"8,420.16",男,9次,37次,2000-5000（含2000）,专科,12个月,33次,河北科技大学,2016/03/17,2017/05/23,"21,100.00",B,暂未提供,日常消费,经营收入,,4次,0次,,,,
pdu2****35002,2018-08-20T13:04:22,125594002,,日常消费,"3,507",暂无,20%,"6,000.00","7,393.20",0次流标，1次撤标，0次失败,无,私营业主,30,暂未提供,"4,032.70",男,1次,5次,5000-8000（含5000）,无,6个月,5次,无,2017/06/08,2018/02/26,"6,000.00",B,暂未提供,日常消费,薪资收入,,0次,0次,,,,
pdu7****35100,2018-08-20T13:06:32,125594188,,装修,"2,500",暂无,20%,"4,200.00","10,681.92",0次流标，0次撤标，0次失败,普通,暂未提供,27,暂未提供,"6,397.36",女,12次,73次,5000-8000（含5000）,专科,12个月,67次,山东外贸职业学院,2017/06/09,2017/06/09,"19,920.00",B,暂未提供,装修,个人存款,,5次,0次,,,,
pdu1****28721,2018-08-20T13:06:34,125594186,,兼职创业,"6,984",暂无,20%,"12,000.00","13,686.24",1次流标，0次撤标，0次失败,无,暂未提供,43,暂未提供,"4,324.26",女,3次,18次,15000及以上,无,12个月,17次,无,2017/10/20,2017/10/20,"16,000.00",B,暂未提供,兼职创业,经营收入,,1次,0次,,,,
pdu5****74414,2018-08-20T13:09:57,125594395,,旅游,"4,000",暂无,20%,"5,800.00","8,007.72",0次流标，1次撤标，0次失败,无,暂未提供,29,暂未提供,"3,143.42",男,4次,15次,8000-15000（含8000）,无,6个月,15次,无,2017/04/28,2017/05/03,"19,700.00",B,"12,693.00",旅游,薪资收入,,0次,0次,,,,
pdu8****20853,2018-08-20T13:10:15,125594700,,日常消费,"1,000",暂无,20%,"5,000.00","7,081.10",2次流标，1次撤标，0次失败,普通,暂未提供,25,暂未提供,"5,700.58",男,12次,38次,5000-8000（含5000）,本科,6个月,38次,长春科技学院,2017/07/18,2017/09/18,"18,060.00",B,"15,808.00",日常消费,薪资收入,,0次,0次,,,,
pdu0****67185,2018-08-20T13:12:32,125594804,,日常消费,949,暂无,20%,"5,000.00","5,561.64",0次流标，0次撤标，0次失败,无,私营业主,22,暂未提供,"4,329.27",女,10次,27次,2000-5000（含2000）,无,6个月,27次,无,2017/08/26,2017/08/30,"14,909.00",B,暂未提供,日常消费,薪资收入,,0次,0次,,,,
pdu8****63780,2018-08-20T13:12:34,125594820,,生产经营,"3,000",暂无,20%,"5,000.00","21,113.62",0次流标，0次撤标，0次失败,普通,暂未提供,23,暂未提供,"18,755.07",女,10次,15次,2000-5000（含2000）,专科,12个月,15次,中州大学,2018/05/15,2018/05/16,"21,100.00",B,暂未提供,生产经营,薪资收入,,0次,0次,,,,
pdu2****13714,2018-08-20T13:12:44,125594944,,日常消费,"1,682",暂无,20%,"10,980.00","12,864.24",4次流标，0次撤标，0次失败,普通,私营业主,27,暂未提供,"10,390.80",女,11次,62次,8000-15000（含8000）,专科,12个月,62次,湖南工程职业技术学院,2017/06/27,2017/06/27,"57,069.00",B,暂未提供,日常消费,薪资收入,,0次,0次,,,,
pdu2****18000,2018-08-20T13:16:03,125595100,,日常消费,"1,360",暂无,20%,"8,000.00","9,177.57",0次流标，0次撤标，0次失败,无,暂未提供,36,暂未提供,"7,474.58",男,16次,71次,8000-15000（含8000）,无,6个月,59次,无,2016/05/02,2017/03/30,"37,581.00",B,"71,368.00",日常消费,薪资收入,,12次,0次,,,,
pdu1****18011,2018-08-20T13:18:40,125595539,自动1  ,日常消费,"1,500",暂无,20%,"10,000.00","12,277.68",2次流标，0次撤标，0次失败,无,私营业主,43,暂未提供,"8,185.12",女,1次,4次,5000-8000（含5000）,无,6个月,4次,无,2018/04/08,2018/04/08,"10,000.00",B,暂未提供,日常消费,经营收入,,0次,0次,,,,
pdu0****26314,2018-08-20T13:22:07,125595886,,生产经营,"5,401",暂无,20%,"8,251.00","23,833.20",0次流标，0次撤标，0次失败,普通,暂未提供,25,暂未提供,"17,612.93",男,28次,163次,15000及以上,本科,12个月,153次,烟台大学,2016/10/25,2016/10/25,"82,979.00",B,"55,619.00",生产经营,经营收入,,10次,0次,,,,
pdu2****10855,2018-08-20T13:22:18,125596038,零逾期  ,日常消费,"2,000",暂无,20%,"6,000.00","16,355.31",0次流标，1次撤标，0次失败,无,暂未提供,26,暂未提供,"13,922.42",女,10次,36次,2000-5000（含2000）,无,6个月,36次,无,2017/05/21,2017/05/21,"32,000.00",B,"35,915.00",日常消费,薪资收入,,0次,0次,,,,
pdu2****50845,2018-08-20T13:22:31,125596121,零逾期  ,日常消费,"6,626",暂无,20%,"6,933.00","16,213.23",0次流标，0次撤标，0次失败,无,暂未提供,23,暂未提供,"10,973.79",男,8次,53次,5000-8000（含5000）,无,6个月,53次,无,2016/12/14,2016/12/14,"34,497.00",B,暂未提供,日常消费,经营收入,,0次,0次,,,,
pdu5****37288,2018-08-20T13:24:38,125596230,零逾期  ,日常消费,"7,221",暂无,20%,"10,000.00","23,783.58",0次流标，0次撤标，0次失败,无,暂未提供,21,暂未提供,"15,011.37",女,17次,86次,5000-8000（含5000）,无,6个月,86次,无,2016/12/05,2016/12/06,"60,627.00",B,暂未提供,日常消费,薪资收入,,0次,0次,,,,
pdu7****64065,2018-08-20T13:24:49,125596303,,日常消费,"1,164",暂无,20%,"8,000.00","14,188.21",0次流标，0次撤标，0次失败,普通,私营业主,29,暂未提供,"12,094.32",男,11次,61次,5000-8000（含5000）,专科,12个月,60次,河南广播电视大学,2016/12/21,2017/01/01,"27,747.00",B,暂未提供,日常消费,经营收入,,1次,0次,,,,
pdu7****00822,2018-08-20T13:24:51,125596314,,日常消费,"4,108",暂无,20%,"21,971.00","28,721.03",4次流标，0次撤标，0次失败,普通,暂未提供,33,暂未提供,"23,415.06",男,4次,12次,5000-8000（含5000）,本科,6个月,6次,中北大学信息商务学院,2015/12/01,2016/09/15,"35,041.00",B,"1,266.00",日常消费,薪资收入,,6次,0次,,,,
pdu8****14710,2018-08-20T13:28:12,125596628,,日常消费,"1,042",暂无,20%,"5,500.00","7,340.24",0次流标，0次撤标，0次失败,无,暂未提供,25,暂未提供,"6,214.07",女,9次,21次,5000-8000（含5000）,无,6个月,18次,无,2017/12/05,2017/12/05,"19,982.00",B,暂未提供,日常消费,经营收入,,3次,0次,,,,
pdu7****00822,2018-08-20T13:28:34,125596858,,日常消费,"1,834",暂无,20%,"21,971.00","28,721.03",4次流标，0次撤标，0次失败,普通,暂未提供,33,暂未提供,"23,415.06",男,4次,12次,5000-8000（含5000）,本科,6个月,6次,中北大学信息商务学院,2015/12/01,2016/09/15,"35,041.00",B,"1,266.00",日常消费,薪资收入,,6次,0次,,,,
pdu4****76221,2018-08-20T13:30:36,125596906,,旅游,"1,500",暂无,20%,"5,000.00","5,397.00",0次流标，0次撤标，0次失败,无,暂未提供,22,暂未提供,"3,493.82",女,6次,24次,5000-8000（含5000）,无,6个月,22次,无,2017/10/26,2017/10/26,"9,970.00",B,暂未提供,旅游,薪资收入,,2次,0次,,,,
pdu5****01554,2018-08-20T13:30:48,125596977,,日常消费,"3,791",暂无,20%,"7,873.00","13,767.97",4次流标，0次撤标，0次失败,普通,私营业主,36,暂未提供,"7,984.83",男,17次,88次,8000-15000（含8000）,本科,6个月,76次,广东工业大学,2016/11/21,2016/11/21,"53,914.00",B,"1,063.00",日常消费,经营收入,,11次,1次,,,,
pdu6****74118,2018-08-20T13:30:51,125596983,,兼职创业,"4,000",暂无,20%,"7,000.00","8,233.20",1次流标，1次撤标，0次失败,无,暂未提供,26,暂未提供,"6,321.65",男,5次,22次,5000-8000（含5000）,无,12个月,22次,无,2016/10/25,2017/05/01,"18,900.00",B,暂未提供,兼职创业,薪资收入,,0次,0次,,,,
pdu4****78342,2018-08-20T13:30:54,125596996,,装修,"3,000",暂无,20%,"2,997.00","14,325.52",1次流标，7次撤标，0次失败,无,暂未提供,22,暂未提供,"9,286.52",男,12次,74次,5000-8000（含5000）,无,12个月,65次,无,2017/05/14,2017/07/08,"23,405.00",B,"21,482.00",装修,薪资收入,,8次,0次,,,,
