CreditCode,DebtdealId,ListingId,OwingNumber,PriceforSale,PriceforSaleRate
AA,140719393,130843920,4,79.82,10.5
AA,140719391,129555500,4,134.61,10.5
AA,140719389,129555405,4,134.6,10.5
AA,140719387,129555094,4,134.61,10.5
AA,140719374,129552031,4,134.61,10.5
AA,140719372,129551812,4,134.61,10.5
AA,140719370,129551572,4,134.61,10.5
AA,140719369,129547313,4,134.61,10.5
AA,140719362,129546096,4,134.61,10.5
AA,140719358,129541199,4,134.61,10.5
AA,140719355,129541163,4,134.61,10.5
AA,140719354,129540999,4,134.6,10.5
AA,140719349,129536176,4,336.53,10.5
AA,140719344,129501795,4,336.53,10.5
AA,140719337,128199834,4,135.08,10.5
AA,140719908,129848549,4,336.34,10.5
AA,140721992,129554356,4,134.61,10.5
AA,140721990,129553095,4,134.61,10.5
AA,140721987,129551817,4,134.61,10.5
AA,140721985,129550305,4,134.61,10.5
AA,140721981,129549563,4,134.61,10.5
AA,140721979,129549306,4,134.6,10.5
AA,140721977,129549206,4,134.6,10.5
AA,140721975,129548150,4,134.6,10.5
AA,140721972,129547161,4,134.61,10.5
AA,140721971,129546731,4,134.61,10.5
AA,140721965,129542203,4,134.6,10.5
AA,140721961,129537120,4,134.6,10.5
AA,140721958,129535940,4,336.53,10.5
AA,140721955,129535103,4,134.61,10.5
AA,140721949,129526139,4,134.6,10.5
AA,140721948,129525436,4,134.61,10.5
AA,140721945,129462921,4,336.52,10.5
AA,140758523,136199399,12,50.16,10.0
AA,140758522,136156068,12,50.18,10.0
AA,140758520,136057394,12,50.18,10.0
AA,140758519,136026503,12,50.19,10.0
AA,140758518,136002150,12,50.19,10.0
AA,140758516,135984277,12,50.19,10.0
AA,140758515,135545679,12,50.23,10.0
AA,140758513,135525782,12,50.23,10.0
AA,140758512,135523533,12,50.23,10.0
AA,140758511,135513575,12,50.23,10.0
AA,140758510,135486299,12,50.23,10.0
AA,140758507,135390826,12,50.25,10.0
AA,140758506,135368595,12,50.25,10.0
AA,140758505,135242722,12,50.26,10.0
AA,140759088,130238112,11,46.39,10.5
AA,140759087,130232156,11,46.39,10.5
AA,140759085,130006025,11,46.41,10.5
AA,140759084,130001800,11,46.41,10.5
AA,140759083,130001338,11,46.41,10.5
AA,140759082,130000896,11,46.41,10.5
AA,140759079,129997627,11,46.41,10.5
AA,140759077,129992887,11,46.41,10.5
AA,140759076,129991568,11,46.41,10.5
AA,140759073,129990167,11,46.41,10.5
AA,140759072,129989417,11,46.41,10.5
AA,140759127,130526223,11,46.36,10.5
AA,140759119,130338919,11,46.39,10.5
AA,140759117,130331668,11,46.39,10.5
AA,140759111,130024761,11,46.41,10.5
AA,140759504,130526226,5,42.15,10.5
AA,140759503,130525503,5,42.15,10.5
AA,140759502,130525424,5,42.14,10.5
AA,140759501,130525413,5,42.15,10.5
AA,140759500,130525354,5,42.15,10.5
AA,140759499,130525317,5,42.14,10.5
AA,140759498,130525290,5,42.15,10.5
AA,140759497,130525211,5,42.15,10.5
AA,140759496,130524849,5,42.14,10.5
AA,140759495,130524688,5,42.15,10.5
AA,140759494,130524629,5,42.15,10.5
AA,140759493,130524625,5,42.14,10.5
AA,140759492,130524595,5,42.15,10.5
AA,140759491,130524456,5,42.16,10.5
AA,140759490,130524319,5,42.14,10.5
AA,140759489,130032727,5,42.19,10.5
AA,140759488,130028842,5,42.19,10.5
AA,140759867,122592609,5,28.28,10.5
AA,140760843,114747430,18,385.7,12.0
AA,140760841,104918566,10,287.46,10.5
AA,140760839,104869636,4,172.55,10.5
AA,140760838,104855243,4,172.55,10.5
AA,140762139,135388045,6,50.23,9.5
AA,140762138,135348008,6,50.24,9.5
AA,140762137,135329838,6,50.25,9.5
AA,140762136,135256623,6,50.24,9.5
AA,140762135,135246204,6,50.24,9.5
AA,140762134,135180151,6,70.36,9.5
AA,140762133,134485369,6,50.32,9.5
AA,140762132,134469105,6,50.33,9.5
AA,140762131,134415079,6,50.32,9.5
AA,140762130,134392585,6,50.33,9.5
AA,140762129,134390912,6,50.33,9.5
AA,140762128,134354444,6,50.34,9.5
AA,140762112,129024331,4,67.39,10.5
AA,140764709,136533157,6,200.49,9.0
AA,140764708,136501534,6,200.49,9.0
AA,140764700,136409450,6,200.54,9.0
AA,140770097,122739278,2,15.6,10.5
AA,140770096,116261716,1,10.28,11.0
AA,140770095,116156999,1,10.27,11.0
AA,140770092,97769320,3,13.02,9.5
AA,140770091,96544462,3,13.02,9.5
AA,140772084,120871985,2,34.44,10.5
AA,140772218,126358480,3,25.33,10.5
AA,140772217,126356884,3,25.33,10.5
AA,140772216,126355750,3,25.33,10.5
AA,140772215,126355718,3,25.33,10.5
AA,140772214,126354373,3,25.33,10.5
AA,140772213,126352890,3,25.33,10.5
AA,140772212,126352735,3,25.33,10.5
AA,140772211,126349897,3,25.33,10.5
AA,140772210,126349879,3,25.33,10.5
AA,140772209,126349659,3,25.33,10.5
AA,140772208,126349060,3,25.33,10.5
AA,140772207,126347776,3,25.33,10.5
AA,140772206,126345742,3,25.33,10.5
AA,140772205,126345126,3,25.33,10.5
AA,140772204,126340513,3,25.33,10.5
AA,140773001,81743699,6,17.78,12.0
AA,140773915,120713613,2,17.0,9.5
AA,140773913,120646444,2,17.0,9.5
AA,140774133,135064370,12,502.9,10.0
AA,140775897,129554425,4,134.6,10.5
AA,140775896,129554303,4,134.6,10.5
AA,140775893,129554111,4,134.61,10.5
AA,140775891,129553806,4,134.61,10.5
AA,140775889,129553092,4,134.61,10.5
AA,140775887,129552860,4,134.6,10.5
AA,140776003,129554780,4,327.09,10.5
AA,140775991,129552880,4,242.29,10.5
AA,140775984,129549649,4,336.52,10.5
AA,140776017,128850586,4,134.84,10.5
AA,140776012,128835571,4,134.84,10.5
AA,140777278,107455865,2,229.65,10.0
AA,140777277,107450994,2,229.66,10.0
AA,140777276,107423839,2,229.65,10.0
AA,140777274,107352762,2,229.67,10.0
AA,140777906,135781179,6,50.21,9.5
AA,140777939,135780478,6,50.21,9.5
AA,140777938,135780267,12,50.22,10.0
AA,140777937,135780117,6,50.19,9.0
AA,140777936,135780038,12,50.22,10.0
AA,140777935,135779686,6,50.21,9.5
AA,140777934,135779575,12,50.22,10.0
AA,140777933,135779551,6,50.2,9.5
AA,140777932,135779319,6,50.21,9.5
AA,140777931,135778926,6,50.21,9.5
AA,140777930,135777794,12,50.22,10.0
AA,140777929,135777534,12,50.22,10.0
AA,140777928,135777037,12,50.22,10.0
AA,140777927,135776603,12,50.22,10.0
AA,140777926,135774946,6,50.21,9.5
AA,140777925,135758312,6,50.2,9.5
AA,140777924,135758137,12,50.22,10.0
AA,140777923,135749358,12,50.22,10.0
AA,140777922,135749206,12,50.22,10.0
AA,140777921,135749075,6,50.21,9.5
AA,140777920,135744420,6,50.2,9.5
AA,140777919,135687510,12,50.22,10.0
AA,140777918,135560393,12,50.22,10.0
AA,140778431,136548689,5,41.59,9.0
AA,140778429,136023723,6,50.17,9.5
AA,140778428,136023516,12,50.19,10.0
AA,140778426,136015865,6,50.18,9.5
AA,140778424,135984332,12,50.19,10.0
AA,140778423,135976404,12,50.19,10.0
AA,140780189,130010976,4,33.62,10.5
AA,140780188,130005321,4,33.62,10.5
AA,140780187,129990297,4,33.6,10.5
AA,140780186,129987524,4,33.62,10.5
AA,140780184,129976682,4,33.61,10.5
AA,140782013,130537158,5,42.15,10.5
AA,140782010,130525083,5,42.14,10.5
AA,140783025,136424088,6,50.13,9.0
AA,140783024,136424037,6,50.13,9.0
AA,140783023,136424276,6,50.13,9.0
AA,140783022,136423477,6,50.13,9.0
AA,140783021,136419350,6,50.13,9.0
AA,140783020,136424150,6,50.13,9.0
AA,140783019,136423499,6,50.13,9.0
AA,140783018,136410372,6,50.13,9.0
AA,140783017,136419963,6,50.13,9.0
AA,140783016,136424376,6,50.13,9.0
AA,140785865,117839180,7,332.67,11.5
AA,140785864,117833976,7,29.89,11.0
AA,140788193,135161066,12,150.75,10.0
AA,140802066,120949225,2,34.09,10.5
AA,140994625,136464392,6,501.37,9.0
AA,140994623,135343456,6,502.63,9.5
AA,140994621,135265543,6,502.64,9.5
AA,140994619,135265405,6,502.63,9.5
AA,140994618,135265390,6,502.63,9.5
AA,140994617,135265359,6,502.63,9.5
AA,140994614,135265313,6,502.64,9.5
AA,140994613,135265234,6,502.63,9.5
AA,140994612,135265210,6,502.64,9.5
AA,140994609,135264896,6,502.64,9.5
AA,140994607,135264729,6,502.64,9.5
AA,140994606,135264666,6,502.63,9.5
AA,140994603,135263905,6,502.64,9.5
AA,140994600,135248499,6,502.64,9.5
AA,140994598,135243857,6,502.64,9.5
AA,141022567,105398342,2,12.45,10.0
AA,141022566,105398020,2,12.45,10.0
AA,141022868,105412245,2,12.45,10.0
AA,141022866,105411334,2,12.45,10.0
AA,141022862,105410171,2,12.45,10.0
AA,141022859,105406235,2,12.45,10.0
AA,141022857,105405461,2,12.45,10.0
AA,141022854,105404860,2,12.45,10.0
AA,141022850,105401972,2,12.45,10.0
AA,141022923,105267711,2,12.45,10.0
AA,141022975,126505549,3,50.66,10.5
AA,141022974,126407694,3,50.67,10.5
AA,141022973,126364869,3,50.68,10.5
AA,141022971,126340361,21,88.82,12.0
AA,141022970,126337574,9,76.06,11.0
AA,141022968,125978332,21,266.74,12.0
AA,141022965,124817745,6,33.84,10.5
AA,141022964,124084370,6,33.84,10.5
AA,141024172,132685925,5,41.94,10.0
AA,141024794,127355140,3,50.54,10.5
AA,141024793,126854789,3,25.3,10.5
AA,141024792,126477523,3,50.65,10.5
AA,141024790,126454802,3,50.67,10.5
AA,141024816,125932601,3,25.36,10.5
AA,141026606,114537658,6,69.87,11.0
AA,141026948,100804387,3,130.02,10.5
AA,141027400,109110432,2,114.65,10.5
AA,141027399,100125223,3,130.2,10.5
AA,141027398,100098227,3,130.22,10.5
AA,141027397,100097014,3,130.2,10.5
AA,141027396,100094513,3,130.2,10.5
AA,141027395,100092427,3,130.2,10.5
AA,141027394,99943759,3,130.17,10.5
AA,141027393,99844486,3,130.17,10.5
AA,141027392,99628612,3,130.39,10.5
AA,141027391,99628605,3,130.4,10.5
AA,141027390,99569098,3,13.03,10.5
AA,141027389,99566647,3,13.04,10.5
AA,141027388,99561281,3,13.04,10.5
AA,141027944,115081333,1,85.95,11.0
AA,141027943,115081211,1,85.95,11.0
AA,141027942,115079310,1,85.95,11.0
AA,141027941,115074314,1,85.95,11.0
AA,141027940,115068941,1,85.94,11.0
AA,141027939,115067794,1,85.94,11.0
AA,141028238,109895573,2,11.45,10.5
AA,141028237,109869582,2,11.46,10.5
AA,141028236,109839958,2,11.46,10.5
AA,141028235,109829401,2,11.46,10.5
AA,141028233,109793872,2,11.46,10.5
AA,141028232,109788292,2,11.46,10.5
AA,141028231,109634103,2,11.45,10.5
AA,141028230,109607963,2,11.46,10.5
AA,141028229,109545151,2,11.45,10.5
AA,141028321,109859042,2,11.46,10.5
AA,141028788,129960457,10,42.04,10.5
AA,141028786,129936447,10,420.37,10.5
AA,141028785,129936143,10,420.37,10.5
AA,141028784,129935873,10,420.37,10.5
AA,141028783,129935243,10,420.37,10.5
AA,141028782,129935158,10,420.37,10.5
AA,141028772,100963327,3,14.82,10.5
AA,141028762,100885969,9,259.83,10.5
AA,141028759,96314354,8,231.51,10.0
AA,141028964,106159080,2,11.51,10.0
AA,141028963,106146852,2,11.51,10.0
AA,141028962,106106036,2,11.51,10.0
AA,141028961,106105216,2,11.51,10.0
AA,141028960,106095420,2,11.51,10.0
AA,141029039,109307543,2,11.46,10.5
AA,141029038,109282698,2,11.47,10.5
AA,141029037,109254625,2,11.47,10.5
AA,141029036,109236678,2,11.46,10.5
AA,141029035,109203897,2,11.46,10.5
AA,141029034,109133213,2,11.46,10.5
AA,141029033,109105589,2,11.47,10.5
AA,141029032,109097336,2,11.47,10.5
AA,141029031,109050248,2,11.46,10.5
AA,141029071,100679974,3,130.04,10.5
AA,141029067,100647990,3,130.04,10.5
AA,141029064,96310216,8,231.63,10.0
AA,141029273,122793784,2,67.89,10.5
AA,141029271,100659748,3,130.03,10.5
AA,141029268,100659657,3,130.04,10.5
AA,141029266,100659082,3,130.04,10.5
AA,141029264,100658805,3,130.03,10.5
AA,141029261,100658297,3,26.0,10.5
AA,141029254,100655849,3,130.03,10.5
AA,141029249,125550961,3,25.39,10.5
AA,141029247,125226348,2,16.86,10.5
AA,141029246,123407216,2,16.94,10.5
AA,141029245,100655403,3,130.04,10.5
AA,141029244,122958920,3,16.8,10.5
AA,141029242,122908904,2,16.97,10.5
AA,141029240,122887093,2,16.97,10.5
AA,141029238,100654949,3,130.03,10.5
AA,141029237,122886772,2,16.97,10.5
AA,141029235,122886716,2,16.97,10.5
AA,141029233,122881177,2,16.97,10.5
AA,141029313,129828901,3,25.11,10.5
AA,141029312,127406811,3,25.26,10.5
AA,141029311,127372699,3,25.26,10.5
AA,141029310,127247755,3,25.27,10.5
AA,141029309,127021371,3,25.28,10.5
AA,141029308,127021327,3,25.28,10.5
AA,141029307,126805511,3,25.3,10.5
AA,141029306,126617376,3,25.31,10.5
AA,141029305,126342485,3,25.34,10.5
AA,141029304,126323873,3,25.34,10.5
AA,141029303,126252882,3,25.34,10.5
AA,141029302,126225059,3,25.34,10.5
AA,141029301,126221875,3,25.34,10.5
AA,141029379,118407354,5,28.4,10.0
AA,141029462,125159243,3,25.42,10.5
AA,141029531,110522314,3,17.18,10.5
AA,141029570,126221863,3,25.34,10.5
AA,141029627,125435221,3,25.4,10.5
AA,141029752,137540858,12,500.4,10.0
AA,141029751,137532039,12,500.41,10.0
AA,141029750,137522255,12,500.41,10.0
AA,141029749,137521814,12,500.4,10.0
AA,141029748,137521219,12,500.4,10.0
AA,141029747,137521032,12,500.4,10.0
AA,141029746,137519425,12,500.4,10.0
AA,141029745,137343511,12,500.27,10.0
AA,141030668,137278309,6,50.06,9.0
AA,141030667,136786286,6,50.11,9.0
AA,141030666,136781402,6,50.11,9.0
AA,141030665,136630905,5,41.6,9.0
AA,141030664,136476234,6,100.27,9.0
AA,141031858,126411262,3,25.33,10.5
AA,141031857,126399691,3,25.33,10.5
AA,141031856,126386226,3,20.27,10.5
AA,141031854,126366913,3,25.34,10.5
AA,141031853,126409825,3,25.33,10.5
AA,141031852,126399176,3,25.33,10.5
AA,141031851,126386116,3,25.33,10.5
AA,141031850,126397808,3,25.33,10.5
AA,141031847,126346925,3,25.34,10.5
AA,141031846,126347317,3,25.34,10.5
AA,141031845,126110614,3,25.34,10.5
AA,141031842,126412758,3,25.33,10.5
AA,141031839,126345862,3,25.34,10.5
AA,141031837,126383573,3,25.33,10.5
AA,141031835,126385274,3,25.33,10.5
AA,141031834,126347681,3,25.34,10.5
