User,creationDate,listingId,title,借款用途,借款金额,协议利率,单笔最高借款金额,历史最高负债,学习形式,工作信息,年龄,待还金额,性别,成功借款次数,成功还款次数,收入情况,文化程度,期限,正常还清次数,毕业院校,注册时间,第一次成功借款时间,累计借款金额,级别,网络借贷平台借款余额,还款来源,逾期（0-15天）还清次数,逾期（15天以上）还清次数
pdu4****08271,2018-07-11 14:34:54,120971605,pdu4****08271第12次借款,日常消费,2078.0,20.0,4500.0,8138.37,成人,暂未提供,33,6418.56,女,14,68,5000-8000（含5000）,专科,3,52,南方医科大学,2016-07-09,2016-07-10 17:24:44,29651.0,B,0.0,薪资收入,16,0
pdu****6370,2018-07-11 14:36:30,120971839,pdu6****370第8次借款,日常消费,5945.0,20.0,20000.0,33092.6,普通,私营业主,36,15341.06,男,9,50,8000-15000（含8000）,本科,3,41,绍兴文理学院,2015-07-03,2015-07-04 09:44:13,75034.0,B,0.0,薪资收入,9,0
pdu1****27371,2018-07-11 14:58:13,120974900,pdu1****27371第7次借款,日常消费,1000.0,20.0,5600.0,7813.82,无,私营业主,42,5777.29,男,8,30,5000-8000（含5000）,无,3,26,无,2017-06-19,2017-06-19 15:42:59,22595.0,B,0.0,经营收入,4,0
pdu8****57487,2018-07-11 15:31:00,120979304,pdu8****57487第18次借款,日常消费,1425.0,20.0,14258.0,18697.51,网络教育,暂未提供,24,13026.21,女,22,99,5000-8000（含5000）,专科,3,84,郑州大学,2016-12-11,2016-12-12 17:52:37,60599.0,B,0.0,薪资收入,15,0
pdu4****30636,2018-07-11 15:42:49,120980882,手机app用户的第6次闪电借款,日常消费,1078.0,20.0,10000.0,11591.66,无,私营业主,36,10558.26,女,10,23,15000及以上,无,3,23,无,2017-08-16,2017-08-16 18:41:14,41169.0,B,132156.0,经营收入,0,0
pdu8****05632,2018-07-11 15:45:11,120981211,pdu8****05632第8次借款,日常消费,2109.0,20.0,45000.0,54967.44,成人,暂未提供,34,18979.84,女,9,51,15000及以上,本科,3,39,吉首大学,2015-11-17,2015-11-17 14:09:59,78528.0,B,254385.0,投资收入,12,0
ouy****1982,2018-07-11 15:59:25,120983199,o****g_1982第17次借款,日常消费,2800.0,20.0,7700.0,18729.23,普通,暂未提供,35,12972.65,男,17,89,15000及以上,本科,3,86,南华大学,2013-06-02,2013-08-22 11:59:03,66332.0,B,0.0,薪资收入,3,0
pdu5****32437,2018-07-11 16:10:40,120984665,pdu5****32437第14次借款,日常消费,1000.0,20.0,4000.0,6447.19,无,暂未提供,25,6447.19,女,16,72,2000-5000（含2000）,无,3,69,无,2017-06-01,2017-06-01 13:14:59,19913.0,B,0.0,薪资收入,3,0
ron****7516,2018-07-11 16:31:37,120987421,r****757516第12次借款,日常消费,1319.0,20.0,15000.0,22886.51,无,暂未提供,26,17245.86,女,12,84,5000-8000（含5000）,无,3,63,无,2015-05-02,2016-06-01 15:58:00,55819.0,B,0.0,薪资收入,21,0
pdu1****50847,2018-07-11 16:46:12,120989352,pdu1****50847第8次借款,旅游,2220.0,20.0,11094.0,15479.57,普通,私营业主,33,11732.02,男,9,31,15000及以上,专科,3,12,景德镇陶瓷学院,2017-06-01,2017-06-01 15:48:22,36036.18,B,0.0,经营收入,19,0
pdu****6823,2018-07-11 17:06:26,120991874,pdu5****823第8次借款,日常消费,7999.0,20.0,19097.0,26672.78,无,私营业主,39,26514.15,男,9,46,5000-8000（含5000）,无,3,46,无,2015-10-31,2015-10-31 17:34:11,85305.0,B,0.0,经营收入,0,0
pdu3****20532,2018-07-11 17:34:08,120995267,手机app用户的第13次闪电借款,旅游,1481.0,20.0,5500.0,11249.14,无,暂未提供,27,0.0,男,13,68,2000-5000（含2000）,无,3,68,无,2015-12-23,2017-04-11 11:48:45,29433.0,B,0.0,薪资收入,0,0
pdu4****14441,2018-07-11 20:22:16,121012103,手机app用户的第12次闪电借款,日常消费,935.0,20.0,5250.0,5896.44,无,暂未提供,20,3802.58,女,13,73,2000-5000（含2000）,无,3,71,无,2017-03-28,2017-04-01 12:37:09,21580.0,B,0.0,薪资收入,2,0
pdu5****73261,2018-07-12 10:58:00,121075014,手机app用户的第9次闪电借款,日常消费,538.0,20.0,2800.0,5314.17,无,暂未提供,33,4318.53,男,10,41,5000-8000（含5000）,无,3,38,无,2016-05-13,2017-08-17 08:54:10,10034.0,B,0.0,薪资收入,3,0
yj****38,2018-07-12 11:13:53,121077246,y****138第6次借款,日常消费,2113.0,20.0,12600.0,18400.9,无,私营业主,24,13796.09,男,7,24,15000及以上,无,3,23,无,2014-02-21,2017-03-12 14:06:03,47067.0,B,0.0,经营收入,1,0
pdu6****88432,2018-07-12 11:25:23,121078886,pdu6****88432第15次借款,日常消费,1250.0,20.0,8076.0,16125.46,无,私营业主,36,8259.51,男,15,81,15000及以上,无,3,81,无,2016-11-07,2016-11-07 14:04:14,49093.0,B,143356.0,薪资收入,0,0
pdu0****32000,2018-07-12 11:38:20,121080589,pdu0****32000第20次借款,日常消费,2500.0,20.0,10000.0,19764.46,普通,暂未提供,30,17727.78,男,24,110,8000-15000（含8000）,专科（高职）,3,110,安徽职业技术学院,2016-10-07,2016-10-07 17:51:26,97209.0,B,4433.0,薪资收入,0,0
pdu3****74830,2018-07-12 11:41:48,121081074,pdu3****74830第13次借款,日常消费,2497.0,20.0,4281.0,9498.26,无,私营业主,39,9279.35,男,16,64,5000-8000（含5000）,无,3,64,无,2017-07-13,2017-07-13 10:15:14,28296.0,B,0.0,投资收入,0,0
pdu2****32625,2018-07-12 11:44:47,121081482,手机app用户的第11次闪电借款,日常消费,666.0,20.0,6882.0,13131.09,无,私营业主,30,12416.49,女,12,43,15000及以上,无,3,42,无,2016-06-22,2016-12-17 23:23:26,43562.0,B,132611.0,经营收入,1,0
pdu1****66545,2018-07-12 11:47:33,121081840,pdu1****66545第3次借款,日常消费,1000.0,20.0,12050.0,14875.61,无,暂未提供,25,13428.27,女,7,14,2000-5000（含2000）,无,3,14,无,2016-08-15,2017-09-12 00:17:27,18127.0,B,800.0,经营收入,0,0
pdu6****25182,2018-07-12 12:08:38,121084824,手机app用户的借款,日常消费,842.0,20.0,10371.0,13839.88,网络教育,暂未提供,29,13703.87,男,13,45,5000-8000（含5000）,本科,3,26,北京航空航天大学,2016-12-19,2016-12-19 16:35:05,47788.0,B,70861.0,经营收入,19,0
pdu0****46501,2018-07-12 12:29:23,121087609,手机app用户的借款,日常消费,700.0,20.0,9500.0,11873.43,无,暂未提供,31,6262.0,男,8,31,8000-15000（含8000）,无,3,30,无,2016-08-27,2017-12-24 19:16:15,16314.0,B,0.0,薪资收入,1,0
pdu2****23484,2018-07-12 12:44:16,121089636,手机app用户的第20次闪电借款,日常消费,1600.0,20.0,5000.0,10834.26,无,暂未提供,23,7956.61,女,27,77,5000-8000（含5000）,无,3,77,无,2017-03-29,2017-10-05 17:03:14,40800.0,B,0.0,薪资收入,0,0
pdu1****70481,2018-07-12 12:51:59,121090666,pdu1****70481第11次借款,日常消费,4000.0,20.0,13000.0,24018.33,无,私营业主,37,20257.3,男,12,66,8000-15000（含8000）,无,3,64,无,2016-06-21,2016-10-03 02:31:03,66606.0,B,0.0,经营收入,2,0
pdu1****25655,2018-07-12 13:02:43,121092056,pdu1****25655第6次借款,日常消费,700.0,20.0,1400.0,3923.19,无,私营业主,22,2235.43,女,8,20,2000-5000（含2000）,无,3,18,无,2017-10-12,2017-10-12 17:56:32,6200.0,B,0.0,个人存款,2,0
pdu3****76072,2018-07-12 13:05:22,121092416,手机app用户的第11次闪电借款,医疗,533.0,20.0,15000.0,18038.22,无,暂未提供,30,12966.99,女,12,75,8000-15000（含8000）,无,3,74,无,2016-01-16,2016-10-24 20:52:17,46238.0,B,88176.0,经营收入,1,0
pdu4****57078,2018-07-12 13:08:43,121092828,手机app用户的借款,装修,700.0,20.0,9000.0,13282.47,无,私营业主,23,13282.47,女,17,62,5000-8000（含5000）,无,3,62,无,2017-06-29,2017-06-29 18:07:09,43484.0,B,0.0,薪资收入,0,0
pdu2****23755,2018-07-12 13:15:15,121093692,pdu2****23755第6次借款,装修,1500.0,20.0,6296.0,17310.11,无,暂未提供,29,16621.61,男,9,33,5000-8000（含5000）,无,3,21,无,2016-09-19,2017-07-30 17:57:29,23363.0,B,839.0,个人存款,12,0
pdu0****73235,2018-07-12 13:22:51,121094704,手机app用户的第16次闪电借款,旅游,1500.0,20.0,10000.0,17809.52,无,暂未提供,35,17809.52,男,20,79,5000-8000（含5000）,无,3,79,无,2017-04-14,2017-05-05 21:07:19,50000.0,B,340.0,薪资收入,0,0
pdu1****34157,2018-07-12 14:15:47,121102427,pdu1****34157第15次借款,日常消费,1000.0,20.0,8000.0,24334.58,无,私营业主,38,20999.87,男,16,84,15000及以上,无,3,84,无,2015-12-27,2016-09-09 12:20:09,57668.0,B,4035.0,经营收入,0,0
pdu8****20886,2018-07-12 14:36:46,121105496,手机app用户的借款,日常消费,1159.0,20.0,4052.0,13077.74,无,私营业主,27,13044.8,女,18,88,8000-15000（含8000）,无,3,88,无,2017-06-10,2017-06-10 23:35:19,36114.0,B,0.0,薪资收入,0,0
pdu1****16885,2018-07-12 14:58:10,121108634,手机app用户的第14次闪电借款,旅游,1719.0,20.0,8000.0,15961.26,普通,暂未提供,24,13871.07,男,15,116,5000-8000（含5000）,专科,3,109,马鞍山职业技术学院,2017-03-27,2017-04-02 18:29:40,41632.0,B,4417.0,薪资收入,7,0
pdu2****73530,2018-07-12 15:02:08,121109235,手机app用户的第22次闪电借款,日常消费,725.0,20.0,7000.0,17570.55,无,暂未提供,32,14840.01,女,24,177,2000-5000（含2000）,无,3,177,无,2016-01-23,2016-08-31 07:58:45,56442.0,B,0.0,薪资收入,0,0
pdu7****85333,2018-07-12 15:17:10,121111459,手机app用户的借款,日常消费,1400.0,20.0,5800.0,16933.24,无,暂未提供,29,12745.46,女,9,47,5000-8000（含5000）,无,3,47,无,2017-05-17,2017-05-17 17:24:12,34425.0,B,0.0,个人存款,0,0
pdu8****62755,2018-07-13 11:12:37,121214333,pdu8****62755第18次借款,日常消费,1471.0,20.0,14388.0,16845.89,无,暂未提供,30,16280.18,女,21,112,5000-8000（含5000）,无,3,92,无,2016-07-03,2016-07-03 18:16:07,72060.0,B,13090.0,薪资收入,20,0
pdu8****68262,2018-07-13 13:13:49,121231074,手机app用户的第9次闪电借款,日常消费,671.0,20.0,12000.0,20201.14,无,暂未提供,37,13004.27,女,9,25,5000-8000（含5000）,无,3,17,无,2016-11-06,2016-11-08 18:40:20,54534.0,B,138668.0,薪资收入,8,0
pdu6****46242,2018-07-13 13:18:12,121231657,手机app用户的第12次闪电借款,日常消费,650.0,20.0,11000.0,13224.94,无,暂未提供,30,6165.98,男,13,54,8000-15000（含8000）,无,3,49,无,2016-10-17,2017-09-23 13:05:53,35282.0,B,0.0,薪资收入,5,0
pdu5****02687,2018-07-13 13:50:47,121236172,pdu5****02687第15次借款,日常消费,5000.0,20.0,13940.0,24616.98,无,私营业主,30,21407.15,女,19,96,8000-15000（含8000）,无,3,95,无,2016-08-05,2016-08-16 10:32:58,72028.0,B,12011.0,个人存款,1,0
pdu6****46448,2018-07-13 13:50:52,121236187,手机app用户的第7次闪电借款,旅游,1000.0,20.0,1000.0,3967.71,无,暂未提供,23,2215.75,男,9,29,5000-8000（含5000）,无,3,29,无,2017-02-02,2017-02-21 09:56:37,6100.0,B,0.0,薪资收入,0,0
pdu3****13085,2018-07-13 13:58:34,121237244,手机app用户的借款,装修,830.0,20.0,7200.0,8086.44,无,私营业主,52,6352.31,女,15,61,5000-8000（含5000）,无,3,61,无,2017-06-17,2017-06-17 16:37:24,25306.0,B,0.0,经营收入,0,0
pdu1****13355,2018-07-13 14:00:50,121237590,手机app用户的第4次闪电借款,日常消费,823.0,20.0,8000.0,11015.37,无,暂未提供,34,8595.74,女,6,18,2000-5000（含2000）,无,3,18,无,2017-09-18,2017-10-13 17:25:32,18567.0,B,0.0,薪资收入,0,0
pdu2****27448,2018-07-13 14:05:40,121238256,pdu2****27448第6次借款,日常消费,1443.0,20.0,9300.0,13636.84,无,暂未提供,43,10597.75,女,7,28,5000-8000（含5000）,无,3,28,无,2017-07-01,2017-07-13 12:40:51,36195.0,B,86220.0,薪资收入,0,0
pdu7****26723,2018-07-13 14:26:13,121241179,手机app用户的第12次闪电借款,旅游,1025.0,20.0,5000.0,8970.17,无,暂未提供,22,6768.37,女,13,71,8000-15000（含8000）,无,3,70,无,2017-01-13,2017-01-13 15:31:58,26468.0,B,0.0,薪资收入,1,0
pdu4****35733,2018-07-13 14:30:02,121241756,pdu4****35733第9次借款,日常消费,1500.0,20.0,4500.0,7836.53,无,私营业主,23,7109.5,女,12,33,2000以下,无,3,30,无,2017-05-01,2017-09-22 23:59:35,19150.0,B,0.0,薪资收入,3,0
pdu5****81271,2018-07-13 14:51:23,121244883,手机app用户的第17次闪电借款,兼职创业,1109.0,20.0,4769.0,13592.32,无,暂未提供,31,11279.3,女,17,86,5000-8000（含5000）,无,3,85,无,2017-06-13,2017-06-13 08:47:44,37994.0,B,0.0,投资收入,1,0
pdu6****02811,2018-07-13 14:52:24,121245030,手机app用户的第17次闪电借款,日常消费,500.0,20.0,8500.0,16666.43,无,暂未提供,24,16650.88,男,23,72,8000-15000（含8000）,无,3,67,无,2016-07-07,2016-08-19 08:46:11,85460.0,B,1000.0,经营收入,5,0
pdu3****26873,2018-07-13 15:57:35,121254024,pdu3****26873第9次借款,日常消费,2166.0,20.0,12500.0,23056.13,网络教育,暂未提供,35,20500.05,女,11,56,2000-5000（含2000）,专科,3,52,西南交通大学,2016-10-24,2016-10-24 12:05:32,59669.0,B,99200.0,薪资收入,4,0
pdu5****01243,2018-07-13 15:57:53,121254073,pdu5****01243第16次借款,日常消费,3516.0,20.0,7875.0,25840.88,无,暂未提供,34,24197.03,女,17,99,15000及以上,无,3,92,无,2017-01-13,2017-01-13 10:00:28,70571.0,B,60866.0,薪资收入,7,0
pdu3****24441,2018-07-13 16:02:32,121254711,pdu3****24441第3次借款,日常消费,908.0,20.0,8500.0,10436.04,无,私营业主,28,8340.44,女,3,8,15000及以上,无,3,7,无,2018-04-12,2018-04-12 16:50:52,10763.0,B,28510.0,投资收入,1,0
pdu1****88070,2018-07-13 16:08:24,121255591,pdu1****88070第19次借款,装修,1900.0,20.0,9084.0,19064.18,无,私营业主,35,18557.61,女,21,119,8000-15000（含8000）,无,3,118,无,2016-08-16,2016-10-17 21:10:53,70776.0,B,632.0,薪资收入,1,0
pdu5****16318,2018-07-13 16:12:10,121256140,pdu5****16318第8次借款,日常消费,1483.0,20.0,7000.0,11160.81,无,暂未提供,28,10800.43,女,10,38,5000-8000（含5000）,无,3,38,无,2017-01-24,2017-09-16 15:24:16,25359.0,B,10000.0,薪资收入,0,0
pdu8****80446,2018-07-13 16:26:57,121258294,pdu8****80446第14次借款,装修,1012.0,20.0,6100.0,8957.04,无,私营业主,25,6700.14,女,17,67,2000-5000（含2000）,无,3,59,无,2017-03-18,2017-03-20 16:36:37,27746.0,B,0.0,薪资收入,8,0
pdu5****98364,2018-07-13 16:31:11,121258911,手机app用户的第3次闪电借款,装修,1004.0,20.0,7500.0,10198.26,无,私营业主,27,7371.5,女,4,10,8000-15000（含8000）,无,3,10,无,2018-04-08,2018-04-09 10:28:20,11010.0,B,23265.0,经营收入,0,0
pdu3****40707,2018-07-13 16:41:38,121260387,手机app用户的第10次闪电借款,日常消费,3067.0,20.0,10500.0,11780.86,无,暂未提供,28,8431.82,女,12,45,8000-15000（含8000）,无,3,40,无,2017-03-01,2017-03-16 22:48:02,46590.0,B,0.0,薪资收入,5,0
pdu5****21351,2018-07-13 17:01:10,121263185,手机app用户的借款,生产经营,10731.0,20.0,10731.0,11923.83,无,私营业主,29,7680.04,男,4,19,8000-15000（含8000）,无,3,17,无,2017-05-16,2017-08-23 07:21:47,20765.0,B,0.0,投资收入,2,0
ron****8924,2018-07-13 17:17:13,121265381,手机app用户的第10次闪电借款,日常消费,500.0,20.0,4000.0,5670.72,无,私营业主,27,5246.19,男,15,35,5000-8000（含5000）,无,3,34,无,2014-11-05,2017-10-13 15:48:22,20755.0,B,0.0,经营收入,1,0
pdu6****83608,2018-07-13 20:44:45,121288711,pdu6****83608第10次借款,日常消费,1500.0,20.0,5000.0,7009.68,无,暂未提供,40,6475.66,男,14,37,2000-5000（含2000）,无,3,37,无,2016-09-08,2017-06-14 16:20:48,23960.0,B,0.0,薪资收入,0,0
pdu6****55552,2018-07-13 20:58:04,121289845,pdu6****55552第10次借款,日常消费,6100.0,20.0,12000.0,21740.12,普通,私营业主,33,16308.8,男,10,57,15000及以上,本科,3,46,中南林业科技大学,2016-07-31,2016-07-31 09:42:01,62863.0,B,0.0,经营收入,11,0
pdu1****03410,2018-07-13 21:09:18,121290879,pdu1****03410第2次借款,日常消费,500.0,20.0,6500.0,8837.22,无,暂未提供,25,5651.51,男,3,8,2000-5000（含2000）,无,3,8,无,2018-04-12,2018-04-12 19:25:00,8000.0,B,5465.0,薪资收入,0,0
pdu7****84781,2018-07-13 21:52:33,121294676,pdu7****84781第10次借款,日常消费,1800.0,20.0,10100.0,14227.23,无,私营业主,37,6137.68,女,11,48,15000及以上,无,3,42,无,2017-07-07,2017-07-10 11:45:14,40250.0,B,12463.0,经营收入,6,0
pdu8****56084,2018-07-14 00:46:31,121305169,手机app用户的借款,医疗,1038.0,20.0,5192.0,11646.69,无,暂未提供,34,10762.56,女,11,52,8000-15000（含8000）,无,3,50,无,2017-05-03,2017-05-10 01:01:00,22691.0,B,0.0,经营收入,2,0
pdu1****57870,2018-07-14 02:40:47,121308900,手机app用户的借款,日常消费,1752.0,20.0,9000.0,10810.12,无,暂未提供,33,8307.32,女,2,5,5000-8000（含5000）,无,3,5,无,2018-04-20,2018-04-20 16:39:18,10752.0,B,164983.0,薪资收入,0,0
pdu5****67205,2018-07-14 09:11:24,121328455,pdu5****67205第14次借款,日常消费,1835.0,20.0,10000.0,16794.43,无,暂未提供,26,8425.1,女,14,70,15000及以上,无,3,63,无,2016-12-27,2016-12-27 22:18:55,50514.0,B,30555.0,个人存款,7,0
pdu2****17545,2018-07-14 09:11:27,121328466,pdu2****17545第4次借款,装修,2000.0,20.0,20000.0,24620.49,业余,私营业主,30,16243.21,男,4,16,5000-8000（含5000）,专科,3,16,中央广播电视大学,2016-09-21,2018-02-07 08:42:13,26870.0,B,112486.0,经营收入,0,0
pdu0****65120,2018-07-14 10:00:00,121339804,pdu0****65120第2次借款,日常消费,5900.0,20.0,5900.0,6333.81,无,暂未提供,29,0.0,男,3,7,5000-8000（含5000）,无,3,7,无,2018-02-10,2018-02-11 15:54:20,9900.0,B,0.0,个人存款,0,0
pdu4****68018,2018-07-14 10:37:07,121345348,手机app用户的第2次闪电借款,生产经营,3679.0,20.0,11000.0,14957.48,无,私营业主,27,11005.28,女,2,6,15000及以上,无,3,6,无,2018-03-14,2018-03-15 16:22:39,14679.0,B,0.0,经营收入,0,0
pdu4****45105,2018-07-14 10:57:24,121348482,手机app用户的第21次闪电借款,日常消费,1234.0,20.0,4116.0,9725.42,无,私营业主,25,9100.46,男,22,93,5000-8000（含5000）,无,3,91,无,2016-07-06,2016-07-06 13:11:53,31503.0,B,0.0,经营收入,2,0
pdu5****32511,2018-07-14 11:16:08,121351303,pdu5****32511第10次借款,旅游,7000.0,20.0,10500.0,17585.53,无,私营业主,30,17187.88,女,12,59,15000及以上,无,3,58,无,2015-12-01,2015-12-04 14:53:03,67126.0,B,180388.0,经营收入,1,0
pdu3****25154,2018-07-14 11:34:37,121354169,pdu3****25154第4次借款,日常消费,2004.0,20.0,5000.0,9208.24,无,暂未提供,26,9062.82,女,6,15,5000-8000（含5000）,无,3,15,无,2018-01-22,2018-01-22 00:49:32,15404.0,B,1200.0,薪资收入,0,0
pdu1****17611,2018-07-14 12:10:48,121359575,pdu1****17611第14次借款,日常消费,8000.0,20.0,13000.0,25748.61,无,私营业主,36,8210.8,男,14,80,8000-15000（含8000）,无,3,77,无,2016-07-03,2016-07-03 17:49:21,82869.0,B,90000.0,个人存款,3,0
pdu0****66286,2018-07-14 12:18:52,121360758,pdu0****66286第6次借款,医疗,3000.0,20.0,13000.0,26627.92,无,暂未提供,24,19345.0,男,8,32,8000-15000（含8000）,无,3,32,无,2017-02-14,2017-02-14 22:11:41,36500.0,B,12630.0,薪资收入,0,0
pdu1****55847,2018-07-14 12:51:30,121365243,手机app用户的第2次闪电借款,日常消费,5181.0,20.0,10000.0,13596.9,无,暂未提供,26,7873.62,女,2,9,5000-8000（含5000）,无,3,6,无,2017-12-26,2017-12-26 15:20:47,15181.0,B,0.0,薪资收入,3,0
pdu4****81334,2018-07-14 12:51:42,121365263,手机app用户的第4次闪电借款,日常消费,5000.0,20.0,5000.0,7941.15,无,私营业主,28,7624.83,男,7,15,5000-8000（含5000）,无,3,15,无,2016-04-06,2018-01-08 17:33:51,15821.0,B,0.0,薪资收入,0,0
pdu5****67184,2018-07-14 13:22:02,121369579,pdu5****67184第10次借款,医疗,500.0,20.0,5000.0,9357.24,无,公务员,30,1885.62,男,17,58,2000-5000（含2000）,无,3,58,无,2017-06-18,2017-06-18 17:26:33,20500.0,B,0.0,薪资收入,0,0
pdu8****66602,2018-07-14 13:34:16,121371240,手机app用户的第6次闪电借款,医疗,2500.0,20.0,5000.0,8941.95,无,暂未提供,26,3198.57,男,6,21,5000-8000（含5000）,无,3,21,无,2017-03-07,2017-03-13 14:14:52,15400.0,B,0.0,薪资收入,0,0
pdu1****15877,2018-07-14 13:42:33,121372383,手机app用户的第9次闪电借款,日常消费,1264.0,20.0,9620.0,13050.16,无,暂未提供,34,13050.16,女,10,49,15000及以上,无,3,49,无,2017-10-16,2017-10-17 12:49:58,33079.0,B,96198.0,薪资收入,0,0
pdu5****60766,2018-07-14 13:44:37,121372640,手机app用户的第7次闪电借款,日常消费,900.0,20.0,10000.0,11996.43,无,私营业主,31,8569.54,女,10,34,2000-5000（含2000）,无,3,34,无,2017-05-01,2017-07-15 13:03:18,28970.0,B,0.0,薪资收入,0,0
pdu1****76202,2018-07-14 13:45:10,121372733,手机app用户的第5次闪电借款,日常消费,621.0,20.0,10640.0,11867.01,无,私营业主,23,8132.57,男,8,22,15000及以上,无,3,19,无,2016-06-17,2017-09-14 20:30:42,25715.0,B,0.0,经营收入,3,0
pdu6****30826,2018-07-14 14:21:01,121377519,pdu6****30826第5次借款,日常消费,1300.0,20.0,3700.0,5704.13,无,暂未提供,19,4722.08,女,5,21,2000-5000（含2000）,无,3,21,无,2017-06-22,2017-06-23 15:57:42,9000.0,B,600.0,薪资收入,0,0
pdu8****72887,2018-07-14 14:41:48,121380322,pdu8****72887第22次借款,日常消费,3000.0,20.0,12000.0,15823.48,无,私营业主,38,15823.48,女,24,149,5000-8000（含5000）,无,3,149,无,2016-01-19,2016-03-06 00:02:02,79991.0,B,9970.0,个人存款,0,0
pdu****5102,2018-07-14 15:10:44,121384136,pdu4****102第16次借款,装修,3441.0,20.0,10197.0,24141.76,普通,私营业主,34,23217.49,女,17,107,15000及以上,专科,3,99,陕西服装艺术职业学院,2015-11-02,2015-11-02 19:28:55,73852.0,B,0.0,经营收入,8,0
pdu8****35140,2018-07-14 15:24:12,121385945,pdu8****35140第21次借款,医疗,1300.0,20.0,5027.0,13522.14,自考,暂未提供,31,13113.65,男,25,93,5000-8000（含5000）,专科,3,87,中国人民解放军南京政治学院,2016-08-05,2016-08-27 20:31:15,60333.0,B,0.0,薪资收入,6,0
pdu4****52536,2018-07-14 15:49:28,121389190,pdu4****52536第2次借款,旅游,6387.0,20.0,6387.0,7554.41,无,私营业主,53,2285.55,女,2,14,2000-5000（含2000）,无,3,14,无,2017-06-26,2017-09-07 17:56:22,9887.0,B,0.0,经营收入,0,0
pdu5****11858,2018-07-14 15:49:48,121389241,手机app用户的第8次闪电借款,日常消费,5323.0,20.0,20000.0,23832.15,无,暂未提供,39,18976.34,男,9,51,15000及以上,无,3,50,无,2016-08-26,2016-08-27 01:14:59,57031.0,B,0.0,薪资收入,1,0
pdu2****51002,2018-07-14 15:58:38,121390401,手机app用户的借款,日常消费,2000.0,20.0,3500.0,13542.46,无,暂未提供,26,13069.0,女,15,93,2000-5000（含2000）,无,3,91,无,2017-01-23,2017-01-26 22:02:06,25522.0,B,0.0,薪资收入,2,0
pdu2****78667,2018-07-14 16:45:32,121396683,pdu2****78667第7次借款,旅游,10000.0,20.0,10000.0,15761.28,无,私营业主,41,13300.84,男,9,26,8000-15000（含8000）,无,3,25,无,2016-11-02,2016-11-11 10:45:53,45271.0,B,0.0,经营收入,1,0
pdu1****23848,2018-07-14 17:04:33,121399120,pdu1****23848第19次借款,旅游,1500.0,20.0,7548.0,15185.98,无,私营业主,39,15050.18,男,23,102,8000-15000（含8000）,无,3,102,无,2016-10-23,2016-10-23 12:35:18,76460.0,B,0.0,个人存款,0,0
pdu7****08162,2018-07-14 17:22:03,121401246,pdu7****08162第12次借款,日常消费,500.0,20.0,8000.0,17044.93,普通,暂未提供,26,14069.39,女,13,69,5000-8000（含5000）,专科,3,57,长江职业学院,2017-06-01,2017-06-01 14:46:45,44081.0,B,0.0,薪资收入,12,0
pdu****3253,2018-07-14 17:24:41,121401580,pdu2****253第7次借款,旅游,5000.0,20.0,5000.0,14032.52,无,暂未提供,25,9912.69,男,7,52,2000-5000（含2000）,无,3,51,无,2015-10-23,2016-04-27 10:21:32,24620.0,B,0.0,薪资收入,1,0
pdu6****03064,2018-07-14 17:25:26,121401675,手机app用户的借款,医疗,14440.0,20.0,14440.0,15553.1,网络教育,暂未提供,38,15239.25,男,13,79,8000-15000（含8000）,专升本,3,42,上海交通大学,2016-04-23,2016-04-23 13:38:32,58052.0,B,0.0,薪资收入,37,0
pdu3****22808,2018-07-14 17:40:13,121403483,pdu3****22808第11次借款,日常消费,4529.0,20.0,6000.0,14874.34,无,私营业主,36,7287.21,女,11,63,15000及以上,无,3,56,无,2016-10-06,2016-10-31 19:12:31,51005.0,B,2667.0,经营收入,7,0
pdu5****32401,2018-07-15 10:05:56,121460824,手机app用户的第5次闪电借款,兼职创业,1000.0,20.0,3000.0,5947.82,无,私营业主,25,5113.13,女,6,28,8000-15000（含8000）,无,3,26,无,2016-08-25,2017-08-06 08:51:33,10300.0,B,0.0,经营收入,2,0
pdu0****21766,2018-07-15 10:23:17,121463170,pdu0****21766第13次借款,旅游,1900.0,20.0,17000.0,26360.52,无,私营业主,36,22430.63,女,16,61,2000-5000（含2000）,无,3,61,无,2016-08-08,2016-08-08 15:20:48,110538.0,B,0.0,投资收入,0,0
pdu1****58843,2018-07-15 10:25:52,121463536,pdu1****58843第6次借款,装修,3367.0,20.0,6000.0,17759.66,无,暂未提供,36,17759.66,男,6,13,5000-8000（含5000）,无,3,13,无,2017-03-13,2017-03-16 13:30:52,23867.0,B,0.0,薪资收入,0,0
pdu5****36648,2018-07-15 10:27:37,121463781,pdu5****36648第8次借款,旅游,1730.0,20.0,7153.0,9202.77,普通,暂未提供,27,7202.58,男,10,36,2000-5000（含2000）,本科,3,31,天水师范学院,2016-11-03,2017-05-17 12:48:08,23843.0,B,0.0,薪资收入,5,0
pdu5****02558,2018-07-15 10:32:19,121464433,pdu5****02558第6次借款,日常消费,10365.0,20.0,10365.0,16113.72,无,暂未提供,36,11914.09,男,7,30,5000-8000（含5000）,无,3,28,无,2017-03-18,2017-03-18 18:06:46,46344.0,B,0.0,薪资收入,2,0
pdu6****33618,2018-07-15 10:41:28,121465700,pdu6****33618第4次借款,日常消费,3135.0,20.0,6558.0,14046.1,无,暂未提供,28,12233.71,女,5,21,5000-8000（含5000）,无,3,21,无,2017-09-04,2017-09-04 11:39:29,26927.0,B,0.0,薪资收入,0,0
